ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,atr_pct,normalized_move,move_magnitude,move_class
SGMO,2024-10-28,Gainer,36.0,2.04,Clinical Data,"Sangamo Therapeutics announced positive topline results from the Phase 1/2 STAAR registrational study for ST-920 (isaralgagene civaparvovec) in Fabry disease, showing a positive mean annualized eGFR slope of 1.965 mL/min/1.73m2/year at 52 weeks across 32 patients.",isaralgagene civaparvovec (ST-920),NCT04046224,Fabry disease,Phase 1/2,True,registrational STAAR study,,Yes,1.965 mL/min/1.73m2/year mean annualized eGFR slope at 52 weeks,"A Phase I/II, Multicenter, Open-Label, Single-Dose, Dose-Ranging Study to Assess the Safety and Tolerability of ST-920, an AAV2/6 Human Alpha Galactosidase A Gene Therapy, in Subjects With Fabry Disease (STAAR)",PHASE1/PHASE2,33.0,Fabry Disease,COMPLETED,Sangamo Therapeutics,NON_RANDOMIZED,2025-04-10,135.0,0.4,29.6,,,,,,0.91,,2026-01-21T14:59:20.196200,True,True,13.0,2.77,Medium,High
DYN,2024-01-04,Gainer,31.28,19.39,Clinical Data,"Dyne Therapeutics reported positive Phase 1/2 clinical trial results for its Duchenne muscular dystrophy drug zeleciment rostadirsen from the DELIVER trial, achieving both primary and secondary endpoints.",zeleciment rostadirsen,NCT05524883,Duchenne muscular dystrophy (DMD),Phase 1/2,False,,,Yes,,"A Randomized, Double-Blind, Placebo-Controlled, Multiple Ascending Dose Study Assessing Safety, Tolerability, Pharmacodynamics, Efficacy, and Pharmacokinetics of DYNE-251 Administered to Participants With Duchenne Muscular Dystrophy Amenable to Exon 51 Skipping",PHASE1/PHASE2,86.0,Duchenne Muscular Dystrophy (DMD),ACTIVE_NOT_RECRUITING,Dyne Therapeutics,RANDOMIZED,2029-11,312.5,12.45,145.2,18.0,22.3,68.7,18.5,Buy,0.91,Event older than 730 days: 2024-01-04; Event older than 730 days: 2024-01-04; Event older than 730 days: 2024-01-04,2026-01-21T15:06:33.422184,True,False,6.89,4.54,High,High
TENX,2024-02-20,Loser,-3.86,3.99,Clinical Data,"No clinical trial data or results were announced for TENX on or around 2024-02-20; the closest event was the February 7, 2024 announcement of first patient enrollment in the Phase 3 LEVEL trial, with later updates on sample size assessments in 2025 and 2026.",TNX-103,NCT07288398,Pulmonary Hypertension Associated With HFpEF,Phase 3,True,"LEVEL is a randomized, placebo-controlled Phase 3 trial designed to meet FDA requirements for drug exposure and support regulatory approval in PH-HFpEF, with no prior approved treatments.",,Unclear,No topline results available; topline data from Phase 3 LEVEL trial expected mid-2026.,"A Phase 3, Double-Blind, Randomized, Placebo-Controlled Study of Levosimendan in Pulmonary Hypertension Patients With Heart Failure With Preserved Left Ventricular Ejection Fraction",PHASE3,540.0,Pulmonary Hypertension Associated With HFpEF,RECRUITING,"Tenax Therapeutics, Inc.",RANDOMIZED,2028-06-30,76.55,12.26,99.37,46.0,0.02,1.17,22.9,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,73.55,0.05,Low,Low
PCVX,2025-03-31,Loser,-45.64,37.76,Clinical Data,"Vaxcyte's stock dropped 45.6% on 2025-03-31 after announcing mixed topline results from the Phase 2 infant study of VAX-24, where the mid-dose met non-inferiority criteria for seroconversion and GMR on highest circulating serotypes and showed robust OPA responses but failed non-inferiority for four of 24 serotypes versus Prevnar 20.",VAX-24,NCT05844423,Invasive pneumococcal disease (IPD),Phase 2,False,,,No,Mid-dose met non-inferiority for seroconversion rates and GMR on highest circulating serotypes but not for 4/24 serotypes vs Prevnar 20,"Randomized, Observer-Blind, Active-Controlled, Dose-Finding Study to Evaluate the Safety, Tolerability, and Immunogenicity of 24-Valent PCV (VAX-24) in Infants Given 4 Doses at 2, 4, 6, and 12-15 Months of Age With Pediatric Vaccines",PHASE2,802.0,Pneumococcal Vaccines,COMPLETED,"Vaxcyte, Inc.",RANDOMIZED,2025-08-25,7766.39,54.1,1711.32,37.0,0.1,1.03,102.11,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:52:05.644922,True,True,4.51,10.12,High,High
TBIO,2024-08-15,Gainer,2.23,3.62,Clinical Data,"Turnstone Biologics (TBIO/TSBX) announced positive initial Phase 1 STARLING trial data for TIDAL-01 in metastatic colorectal cancer on August 15, 2024, reporting a 25% ORR and 50% DCR in four evaluable patients as of July 15, 2024 cutoff.[1][2]",TIDAL-01,,metastatic colorectal cancer,Phase 1,False,,,Unclear,Phase 1 trial focused on safety and tolerability with no formal primary efficacy endpoint; reported 25% ORR and 50% DCR in 4 evaluable MSS mCRC patients.,,,,,,,,,0.1,0.06,4.51,2.0,0.07,0.3,,none,0.55,"Missing financials: market_cap_m, current_price, cash_position_m",,False,True,24.77,0.09,Low,Low
PRAX,2025-02-28,Loser,-40.64,38.6,Clinical Data,"Culper Research revealed a short position in Praxis Precision Medicines and alleged that the company manipulated data from its late-stage trial of Ulixacaltamide in essential tremor, citing unapproved endpoint changes, imputed data, and a 35.6% dropout rate versus 5.6% placebo dropout.",Ulixacaltamide,NCT06087276,Essential Tremor,Phase 3,True,Company stated it intends to submit an FDA application for approval by early 2026,,Unclear,35.6% dropout rate in Ulixacaltamide group vs 5.6% in placebo group; company reported improvement in functional independence at week 8,"Phase 3, Decentralized, Randomized, Double-Blind, Placebo Controlled, Parallel Design, Randomized Withdrawal, and Long-term Safety Study to Evaluate the Efficacy and Safety of Ulixacaltamide (PRAX-944) in Adults With Essential Tremor",PHASE3,1000.0,Essential Tremor,ENROLLING_BY_INVITATION,Praxis Precision Medicines,RANDOMIZED,2025-09,8800.16,317.25,267.16,14.0,0.14,0.94,572.88,strong_buy,0.91,Financial fetch error: Expecting value: line 1 column 1 (char 0),2026-01-21T14:55:40.189461,True,True,8.95,4.54,High,High
BIOA,2024-12-26,Loser,-3.29,5.88,Clinical Data,"BioAge Labs announced in December 2024 the discontinuation of the STRIDES Phase 2 clinical trial for azelaprag due to unexpected liver transaminitis observed in some patients, marking the key clinical data update around that time.[1][3][4]",azelaprag,NCT06515418,Obesity,Phase 2,False,,,Unclear,Trial discontinued due to unexpected liver transaminitis in 11 of 204 patients on azelaprag; no efficacy data reported as primary endpoints of mean percent change in body weight at Week 24 not reached.,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Parallel-Arm Proof-of-Concept Study to Investigate Efficacy and Safety of Oral Azelaprag Plus Once Weekly Tirzepatide Compared with Tirzepatide Alone in Participants with Obesity Aged 55 Years and Over (STRIDES)",PHASE2,204.0,Obesity,TERMINATED,"BioAge Labs, Inc.",RANDOMIZED,2025-02-06,856.34,20.51,285.78,58.0,0.03,0.64,33.33,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,32.17,0.1,Low,Low
RAPT,2024-05-09,Loser,-41.6,37.28,Clinical Data,"RAPT Therapeutics announced Q1 2024 financial results and the closure of zelnecirnon (CCR4 antagonist) phase 2b trials in atopic dermatitis and asthma due to an FDA clinical hold following a patient liver failure incident, causing shares to plunge 41.6%.",zelnecirnon,NCT04593251,Atopic dermatitis and asthma,Phase 2,False,,,Unclear,,"A Multicentre, SAD, and MAD Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IV Treatment of CALY-002 in Healthy Subjects and Subjects With Celiac Disease and Eosinophilic Esophagitis",PHASE1,73.0,Eosinophilic Esophagitis; Celiac Disease,COMPLETED,Calypso Biotech BV,RANDOMIZED,2024-04-02,1671.6,57.72,157.34,21.0,0.12,0.77,58.0,hold,0.91,Financial fetch error: Expecting value: line 1 column 1 (char 0),2026-01-21T14:54:41.231315,True,True,5.09,8.17,High,High
CTMX,2024-05-13,Loser,-4.55,1.89,Clinical Data,"CytomX Therapeutics (CTMX) announced positive Phase 1 clinical trial data for CX-2051 in advanced colorectal cancer on or around May 13, 2025, showing a 28% objective response rate and 94% disease control rate in 18 efficacy-evaluable patients.[1][6]",CX-2051,NCT06265688,Advanced colorectal cancer,Phase 1,False,,,Yes,"CX-2051 demonstrated a 28% objective response rate and 94% disease control rate across prioritized dose levels in 18 efficacy-evaluable patients, with a median progression-free survival of 5.8 months and manageable safety profile with no dose-limiting toxicities reported.[1]",An Investigational Study of CX-2051 in Participants With Advanced Solid Tumors,PHASE1,124.0,"Solid Tumor, Adult",RECRUITING,CytomX Therapeutics,,2027-11-30,920.03,5.43,143.63,23.0,0.09,0.92,9.0,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,36.89,0.12,Low,Low
SGMO,2024-08-15,Loser,-2.2,0.89,Clinical Data,"Sangamo Therapeutics (SGMO) announced on August 15, 2024, encouraging preliminary clinical data from the Phase 1/2 STAAR study of isaralgagene civaparvovec for Fabry disease, including improvements in kidney function (positive eGFR slope) and 17 patients successfully withdrawn from enzyme replacement therapy.[3]",isaralgagene civaparvovec,NCT04046224,Fabry disease,Phase 1/2,True,"FDA agreed that eGFR slope at 52 weeks can serve as an intermediate clinical endpoint to support Accelerated Approval, and the STAAR study data is being used as the basis for the rolling BLA submission without requiring an additional registrational study.",,Yes,"Statistically significant improvements in eGFR levels with positive annualized eGFR slope at one year, and sustained improvements in kidney and cardiac function over two years, with 17 patients successfully withdrawn from enzyme replacement therapy.","A Phase I/II, Multicenter, Open-Label, Single-Dose, Dose-Ranging Study to Assess the Safety and Tolerability of ST-920, an AAV2/6 Human Alpha Galactosidase A Gene Therapy, in Subjects With Fabry Disease (STAAR)",PHASE1/PHASE2,33.0,Fabry Disease,COMPLETED,Sangamo Therapeutics,NON_RANDOMIZED,2025-04-10,143.02,0.38,29.62,4.0,0.07,0.18,3.81,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,26.17,0.08,Low,Low
VRCA,2025-03-31,Gainer,2.08,4.42,Clinical Data,"On March 31, 2025, Verrica reported Phase 2 data for VP-315 showing a 97% objective response rate and 51% complete histologic clearance in basal cell carcinoma treatment.",VP-315,NCT05188729,basal cell carcinoma,Phase 2,False,,,Yes,Achieved 97% objective response rate and 51% complete histologic clearance in basal cell carcinoma patients.,"A Phase 2, Multicenter, Open-label, Proof-of-concept Study With Safety Run-in to Evaluate the Safety, Pharmacokinetics, and Efficacy of VP-315 in Adult Subjects With Basal Cell Carcinoma",PHASE2,92.0,"Basal Cell Carcinoma; Skin Cancer; Cancer of the Skin, Basal Cell; Cancer of the Skin; Carcinoma",COMPLETED,Verrica Pharmaceuticals Inc.,NON_RANDOMIZED,2024-04-15,92.58,5.79,21.1,8.0,0.03,0.33,16.5,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,17.87,0.12,Low,Low
STRO,2025-03-20,Loser,-2.44,8.0,Clinical Data,"Sutro Biopharma announced expanded clinical trial data from the dose-optimization portion of the REFRαME-O1 trial with luvelta in platinum-resistant ovarian cancer patients at the SGO 2025 meeting on March 15, 2025, showing consistent response rates across FRα expression levels of 25% or greater.",luveltamab tazevibulin,NCT05870748,Platinum-resistant Ovarian Cancer,Phase 2/3,True,"REFRαME-O1 is a registration-directed trial in platinum-resistant ovarian cancer, with dose selection announced following FDA meeting",,Yes,"Selected 4.3 mg/kg dose from dose-optimization portion (Part 1) of REFRαME-O1 trial, showing consistent 25% response rates across FRα expression levels of 25% or greater in platinum-resistant ovarian cancer patients.",REFRaME-O1: A Phase 2/3 Open-label Study Evaluating the Efficacy and Safety of Luveltamab Tazevibulin (STRO-002) Versus Investigator's Choice (IC) Chemotherapy in Women With Relapsed Platinum-resistant Epithelial Ovarian Cancer (Including Fallopian Tube or Primary Peritoneal Cancers) Expressing Folate Receptor Alpha (FOLR1),PHASE2/PHASE3,600.0,Ovarian Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Primary Peritoneal Cancer; Platinum-resistant Ovarian Cancer,TERMINATED,"Sutro Biopharma, Inc.",RANDOMIZED,2025-08-26,301.86,18.42,167.59,9.0,0.07,0.4,21.25,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,18.41,0.13,Low,Low
JANX,2025-12-02,Loser,-53.34,15.86,Clinical Data,"Janux Therapeutics reported Phase 1a/1b interim results for JANX007 on December 1, 2025, showing a 30% response rate among 27 evaluable patients (down from 50% in prior data), radiographic progression-free survival of 7.9-8.9 months, and deep PSA declines, triggering a 48-50% stock decline as analysts expressed concerns about durability and efficacy compared to competitor Pluvicto.",JANX007,NCT05519449,Metastatic castration-resistant prostate cancer (mCRPC),Phase 1,False,,,Unclear,30% response rate (27 evaluable patients); 7.9-8.9 months radiographic progression-free survival; deep PSA declines,"A Phase 1, Open-Label, Multicenter Study of JANX007 in Subjects With Metastatic Castration-Resistant Prostate Cancer",PHASE1,272.0,Prostate Cancer; Metastatic Castration-resistant Prostate Cancer; Castration Resistant Prostatic Cancer,RECRUITING,Janux Therapeutics,NON_RANDOMIZED,2027-07,1425.0,8.45,372.0,18.0,12.3,78.5,15.2,Buy,0.91,,2026-01-21T14:48:52.106529,True,True,5.96,8.95,High,High
FULC,2025-12-08,Gainer,45.96,12.99,Clinical Data,"Fulcrum Therapeutics announced positive initial results from the 20 mg dose cohort of the Phase 1b PIONEER trial of pociredir in sickle cell disease at the 67th American Society of Hematology Annual Meeting, showing a clear dose-response with mean absolute fetal hemoglobin (HbF) increase of 9.9% at Week 6 (n=12).[2]",pociredir,NCT05169580,sickle cell disease,Phase 1b,False,,,,mean absolute HbF increased by 9.9% at Week 6,"A Phase 1 Open-Label, Multiple-Dose Study to Evaluate Safety and Tolerability, Pharmacokinetics and Pharmacodynamics of FTX-6058 in Subjects With Sickle Cell Disease (SCD)",PHASE1,70.0,Sickle Cell Disease; Sickle Cell Anemia,RECRUITING,Fulcrum Therapeutics,,2025-12,701.26,10.63,200.64,40.0,0.08,0.88,19.1,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:51:55.511642,True,True,11.21,4.1,High,High
CMPS,2025-06-23,Loser,-49.24,2.35,Clinical Data,"Compass Pathways announced positive Phase 3 results for COMP360 psilocybin therapy in treatment-resistant depression, showing a 3.6-point reduction in MADRS scores vs placebo at week 6, which was statistically significant but below investor expectations of a 5-point difference, causing the stock to drop 36-49%.",COMP360,NCT06258031,treatment-resistant depression,Phase 3,True,late-stage trial,,Yes,3.6-point reduction vs placebo on MADRS at week 6,PsilOCD: Evaluating the Effects of the 5-HT2A Agonist Psilocybin on the Neurocognitive and Clinical Correlates of Compulsivity (A Pharmacological-Challenge Feasibility Study),PHASE1,19.0,Obsessive-Compulsive Disorder,COMPLETED,Imperial College London,,2024-06-28,557.86,5.81,185.94,13.0,0.07,0.64,17.08,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:50:27.882671,True,True,8.8,5.6,High,High
IMRX,2024-09-16,Gainer,42.08,2.87,Clinical Data,"Immuneering reported promising early response data from the first five patients in a phase IIa study of IMM-1-104 combined with modified gemcitabine/nab-paclitaxel for first-line pancreatic cancer, showing superior efficacy compared to chemotherapy alone benchmarks.",IMM-1-104,NCT05585320,Pancreatic cancer (first-line),Phase 2,False,,,Yes,ORR superior to 23% benchmark; 48% disease control rate benchmark for gemcitabine/nab-paclitaxel alone,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,18.0,12.4,15.7,5.5,Buy,0.91,,2026-01-21T14:54:23.461282,True,True,8.85,4.75,High,High
SGMO,2024-08-22,Loser,-2.27,0.86,Clinical Data,No clinical trial data or results for SGMO were announced on or around 2024-08-22; the closest updates were Q2 2024 results on August 15 mentioning Fabry disease progress and mid-September 2024 data on sustained positive results in the STAAR trial.,ST-920,NCT04046224,Fabry Disease,Phase 1/2,True,"The FDA agreed that data from the Phase 1/2 STAAR study can serve as the primary basis for accelerated approval, using mean annualized eGFR slope at 52 weeks as an intermediate clinical endpoint[2]",,Yes,"Positive mean annualized estimated glomerular filtration rate (eGFR) slope at 52 weeks across all dosed patients, with stable cardiac function over one year and durability of alpha-galactosidase A activity maintained for up to 4.5 years[2]","A Phase I/II, Multicenter, Open-Label, Single-Dose, Dose-Ranging Study to Assess the Safety and Tolerability of ST-920, an AAV2/6 Human Alpha Galactosidase A Gene Therapy, in Subjects With Fabry Disease (STAAR)",PHASE1/PHASE2,33.0,Fabry Disease,COMPLETED,Sangamo Therapeutics,NON_RANDOMIZED,2025-04-10,143.02,0.38,29.62,4.0,0.07,0.18,3.81,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,22.04,0.1,Low,Low
